篇名,作者,页数,关键词,摘要,filename
产业生态的4个特征,赵国栋:35610556,4, ,"笔者语:无论是选择公司的战略,还是推出国家的经济政策,产业生态都是一个至关重要的概念。它打破了通常意义上""行业""的边界,不同的行业借助大数据完美、高效地融合在一起,是未来经济发展的主引擎。因此,企业家审视公司战略的立足点,不再是自身孤立的、单一的企业,而需要从自己所处的产业生态出发;同样地,政府制定公共经济政策,也不能割裂地看待不同的行业,而是需要从产业生态内的相互依存、相互促进的特征出发,通盘考虑。这也是中华民族""不谋全局者不足谋一域,不谋万世者不足谋一时""的古老智慧在产业发展领域的具体实现。 ",DSJU201606015
“第四届中国计算机学会大数据学术会议”在兰州隆重召开,,1, ,"<正>2016年10月11—13日,中国计算机学会(CCF)主办的第四届CCF大数据学术会议(CCF Big Data 2016)在甘肃省兰州新区隆重召开。会议由中国计算机学会大数据专家委员会、兰州大学和甘肃兰州新区联合承办。来自全国各地的大数据领域专家、学者、企业代表和学生等500余人出席了本次会议。本次会议邀请了西安交通大学徐宗本院士、华东师范大学周傲英教授、悉尼科技大学操龙兵教授和西南大学章乐教 ",DSJU201606016
导读,,1, ,"<正>在""全民谈数""的大数据时代,生生不息的数据既远在天边,又近在眼前。这些数据展现给人们的,既有无穷的价值魅力,也包括应接不暇的数据爆炸窘境。为此,数据分享持续成为有意义的讨论话题。为了更好地支持数据分享,数据设施建设尤为重要。所谓数据设施建设,并不仅局限在传统的硬件装备,还包括在此基础上的软件平台研发乃至数据治理活动本身,其重点在于强调数据的透明性、可访问性、公开服务、有效创新与社会服务的重要性。在科研数据的建设与共享发展中,来自中国科学院的科研数据积累与管理工作已持续多年,其中较为典型的""科学数据库"" ",DSJU201606001
《大数据》2016年(第2卷)总目次,,9, , ,DSJU201606017
“大数据标准”征稿通知,,1, ,"<正>""大数据""不仅仅是一代新的信息技术的代名词,也是解决复杂问题的一种新方法。大数据的发展和应用已经对政府、企业决策和人们的生活方式产生深远的影响。目前,各种大数据技术和系统层出不穷,大数据应用方兴未艾。然而,大数据系统之间缺乏有效的互操作手段,大数据的开放共享受制于安全与隐私方面的顾虑,大数据推广应用缺乏工程化的指南,在很大程度上阻碍了大数据的发展。甚至大数据的定义、相关术语、分类、架构等方面也还缺乏统一描述,各种大数据产品的技术要求也不尽相同。标准化无疑是解决上述困境的有效手 ",DSJU201606018
导读,武永卫1:08183224|刘克2:12430215,2, ,"<正>海量、异构和混杂大数据的广泛存在与爆炸式增长给信息传输、存储、计算以及面向各种应用的数据处理技术提出了前所未有的挑战。如何突破传统研究方法的思维定式,研究和发展革命性的、可满足时代需求的大数据传输、存储、计算和处理的新方法和新技术,是当前全球研究热点。2014年前后,国家自然科学基金委员会支持了一批大数据重点项目,产生了一批研究成果。本刊将分两期 ",DSJU201604001
大数据时代的简约计算,张家琳:35607895|孙晓明:35582424,10,时间复杂性; 空间复杂性; 关系复杂性; 数据复杂性;,"大数据存储和分析的能力是未来创新型国家的核心战略能力。当前关于大数据的理论研究在共性问题提炼、方法论框架和实时数据算法理论上仍存在一些不足,从大数据""海量、实时、多样""三大特征出发,聚焦网络大数据这一对象,以数据复杂性的度量和约简作为主线,具体从网络链路预测及推荐、动态演化网络上的算法研究、网络小世界模型与信息传播3个问题出发,研究大数据在时间、空间和关联关系上的简约计算。 ",DSJU201604002
面向大数据的粒计算理论与方法研究进展,"梁吉业1,2:08408575|钱宇华1,2:08454095|李德玉1,2:08401294|胡清华3:28840286",11,大数据; 粒计算; 数据挖掘; 信息粒化; 多粒度;,"大数据的规模性、多模态性与增长性给传统的数据挖掘方法带来了挑战。粒计算作为智能信息处理领域中大规模复杂问题求解的有效方法,探索大数据分析的粒计算理论与方法有望为应对这些挑战提供新的思路和策略。瞄准若干大数据挖掘任务,对数据粒化、多粒度模式发现与融合、多粒度/跨粒度推理等方面取得的一些进展进行梳理和剖析,并针对天文数据挖掘和微博数据挖掘两个典型示范应用领域的初步研究进行了总结,以期为大数据挖掘领域的研究做出有益的探索。 ",DSJU201604003
分布式协商:建立稳固分布式大数据系统的基石,"陈康1,2,3:08225235|黄剑1:08168830|刘建楠4:35610555",12,分布式协商; 副本状态机; 网络错误; 安全性; 活跃性;,"分布式协商的目的是在分布式环境下在一组进程之间决定一个共同的值,这是在分布式系统中最基本的问题。分布式协商问题的目标非常简单,但是在面对节点出错、网络出错、网络时延等环境的时候,协议设计以及处理起来十分困难。讨论分布式协商问题的基本形式,在不同的系统假设下的基本结果以及分布式协商在构建稳固的分布式大数据系统中的作用。 ",DSJU201604004
大数据应用系统的消息驱动架构,贵芳1:35607896|李廉1:22173972|杨静1:07063040|武永卫2:08183224,13,大数据应用系统; 消息驱动架构; 消息管理模块; 多用户; 动态演化编程;,"基于消息驱动框架的软件开发成为大数据应用系统的重要模式之一。基于面向实体、消息驱动的开发架构,设计并实现了该架构中的消息管理模块。定义了消息基本格式,制定了消息管理规范,并且具体实现了其功能,通过一个案例显示了该架构的优点。 ",DSJU201604005
突发大数据在存储辅助光电路交换网络中的传输,李超:08568549|林霄:09596813|孙卫强:10561935|胡卫生:00119138,8,大数据传输; 辅助存储; 突发业务; 光电路交换;,"电路交换网络交换粒度较粗,在应对突发式业务时阻塞率较高。针对这一问题,提出在光电路交换网络节点引入存储,从而在突发阶段暂存""时延不敏感""的业务数据并错峰传输。基于时移多层图研究了存储容量与业务突发度的关系,并通过仿真验证了对网络性能的改善程度。研究结论包括:突发业务对光电路交换网络性能有较大影响;引入存储可以有效平滑突发业务,降低阻塞率;在固定的网络负载下,所需的存储容量随着业务突发度的增大而增大。 ",DSJU201604006
基于仿真大数据的效能评估指标体系构建方法,司光亚:20555711|高翔:34278162|刘洋:20144070|吴琳:20931369,12,仿真大数据; 效能评估; ANP; 关联性分析; 网络化指标体系;,"针对武器装备效能评估指标体系中评估指标之间存在的相互依赖与影响的关系以及评估过程主观性较强的情况,提出一种基于仿真大数据采用超网特征参数和ANP相结合构建指标体系的方法。以某次武器装备体系仿真为例,给出了网络化评估指标体系构建流程,并建立了具体的指标体系,同时对指标之间的关联性进行了深度挖掘。实验结果表明,提出的指标体系构建方法具有合理性和有效性,能够为武器装备体系效能评估提供更为可靠的理论依据。 ",DSJU201604007
面向智慧城市的大数据开放共享平台及产业生态建设,"孙傲冰1,2:40550405|季统凯1:40548942",14,大数据; 智慧城市; 数据资产; 开放共享平台; 产业生态;,"从政务数据资产的属性入手,按照""一云、一引擎、四大主题库、一个应用门户、三类典型应用""的思路,搭建智慧城市大数据开放共享平台:基于云基础设施环境,实现大数据统一管理引擎,建设城市公开信息等4类大数据主题库;建立安全访问控制模型,通过大数据统一访问接口,将加工后的数据供给授权的第三方应用开发商调用。基于庞大用户群,建设一个应用发布、数据定制及评价的统一门户,打造需求、数据、资金合理流向的产业生态。 ",DSJU201604008
基于数据挖掘的个人征信系统异常查询实时监测模型及其应用,姚前:35311600|谢华美:35607897|景志刚:35607898|胡青青:35607899|司恩哲:35607900,10,数据挖掘; 个人征信系统; 异常查询; 违规查询; 实时监测;,"选择个人征信系统最新36个月9亿条查询记录,根据用户查询行为的不同波动特征进行了模型细分,探讨了4种异常查询实时监测模型。结果表明,基于数据挖掘的个人征信系统异常查询实时监测模型应用于个人查询量预测是可行的,且效果良好。该模型的成功上线和不断修正,将对个人征信系统的违规查询行为产生威慑作用,倒逼查询机构加强内部管理,合法使用信用信息,以保障信息主体的权益,促进征信市场腱康发展。 ",DSJU201604009
