篇名,作者,页数,关键词,摘要,filename
"努力构建公共文化服务体系,全面推进文化共享工程建设——湖北省文化信息资源共享工程2006年工作总结",贺定安:10601139|郑颖毅:10721817,3, ,"<正>2006年是湖北省文化共享工程建设全面、持续、稳步发展的一年,在湖北省委、省政府的关心、支持下,省文化厅和财政厅将文化共享工程作为推进文化创新、完善公共文化服务体系、提高公益性文化服务水平、促进经济社会协调发展、构建社会主义和谐社会的重要抓手,统筹规划,加大投 ",TSLT200701010
工作家庭边界理论应用于图书馆管理的探讨,施振宏:07658333|陈国民:10757403,2,工作家庭边界理论; 图书馆管理;,"在引介工作家庭边界理论的基础上,阐述它对馆员管理的意义,提出了图书馆工作家庭平衡的措施。 ",TSLT200701011
利用ILASⅡ系统套录编目数据的问题与对策,赖碧淡:06666283,4,ILASⅡ; 书目数据; 套录数据; 图书馆;,"介绍了书目数据的来源,着重分析了利用ILASⅡ系统套录编目数据存在的问题.并提出了相应的套录对策及提高编目数据质量的建议。 ",TSLT200701012
探讨高校图书馆馆员心理冲突的表现及解决途径,张军华1:15132601|雷江华2:07625634,3,高校图书馆; 馆员; 心理冲突; 对策;,"高校图书馆馆员心理冲突的表现主要有:理想角色与自我实际角色的冲突,角色定位与承受能力的矛盾,创造愿望与常规工作的冲突,工作负荷与自身价值的冲突。其中的原因主要有图书馆定位的错位,责任、权利与利益的不对称,心理健康培训不力。因此,学校要摆正图书馆的地位,提高馆员待遇;举加心理健康培训讲座,疏解心理症结;建立科学评价体系,克服平均主义;提高自我心理保健能力,适时换位思考。 ",TSLT200701013
武汉市图书馆学会第十一届学术论文研讨会论文综述,陈方权:15807320,2, ,"<正>武汉市图书馆学会第十一届学术研讨会于2006年10月中旬在武汉召开,大会的主题是""图书馆事业与和谐社会构建"",下设9个分主题,人选论文95篇。经由专家组认真评审,7篇获一等奖,15篇获二等奖,25篇获三等奖。 ",TSLT200701014
探讨图书馆人员终身教育与用户教育的关系,朱李瑾:10746344|黄晓虹:10746564|罗碧曼:09499596,4,图书馆教育; 图书馆人员教育; 图书馆用户教育;,"对图书馆人员教育、用户教育以及图书馆人员的终身教育进行了分析,阐明它们之间的辩证关系,指出终身教育对于图书馆和用户的良性发展起到促进作用。 ",TSLT200701015
RFID——提升图书馆服务的有效手段,滕静静:22864033|孙伯阳:22873557,3,读者服务; 图书流通管理;,"论述了RFID及其在图书馆的应用前景,展望了图书馆采用RFID后在图书流通管理等方面所带来的明显效果,并提出了有关问题。 ",TSLT200701016
关爱心灵之窗 尽享读书之乐——关于中学生视力状况的社会调查,汤云松:10692692,2, ,"<正>中、高考的指挥棒下,千军万马过独木桥,能顺利到达大学彼岸的同学毕竟是少数,如何才能使自己成为这为数不多的佼佼者,已成为广大中学生及其家长们""生命不能承受之重""。教改之后,尽管课业的负担已不如当年,但是无形的压力更甚从前,其表现特征之一就是,戴眼镜的同学越来越多。随便进入一所中学,摘下了眼镜,眼前一 ",TSLT200701017
精神病医院如何建立病员图书馆,姜蓉1:11620759|尚武2:09020863,3,精神病医院; 病员图书馆; 读者服务;,"随着医学模式的转变,""以人为本、以病人为中心""的服务理念越来越受到人们的重视。为患者提供阅读治疗、建立病员电子阅览室、体现人文关怀、开展健康教育等多渠道的服务,是现代精神病专科医院管理模式的需要。因此,建立病员图书馆为精神病人康复起到辅助治疗的作用,也是精神病专科医院完善医院管理,提高医院核心竞争力的有效途径。 ",TSLT200701018
举办“学科馆员制度与学科馆员服务培训班”,,1, ,"<正>湖北省图书馆学会、湖北省高校图书馆工作委员会、湖北省职教图书馆工作委员会(图协)联合举办""学科馆员制度与学科馆员服务培训班""。培训内容:国内外图书馆学科馆员制度的发展与服务;学科馆员工作机制(管理、制度与培养);中科院国家科学图书馆武汉分馆的学科馆员制度与 ",TSLT200701019
也谈期刊阅览室如何减少期刊撕窃行为,怀秋萍:10740319,3,读者服务; 期刊撕窃; 成因分析;,"通过期刊室报纸、杂志被撕页、偷盗等现象,从撕窃者主体——读者和客体——图书馆两方面进行了原因分析,提出了主因——部分读者身上所存在的种种不良心理和习性以及次因——图书馆在管理与服务方面所存在的缺陷,并提出了防止撕窃现象发生的一些对策。 ",TSLT200701020
“魔幻盒子”多媒体网络电子期刊资源及其利用,于新国:08916681,3,电子期刊; “魔幻盒子”网站; 网络资源;,"从多媒体电子期刊简述、""魔幻盒子""多媒体电子期刊资源网站和多媒体电子期刊资源的下载和利用三方面,对""魔幻盒子""网站的多媒体电子期刊资源及其利用进行了探讨。 ",TSLT200701021
SCI、SCIE来源期刊统计与分析,徐金安:10647393|戴波:10738680,5,SCI SCIE; 来源期刊;,"对SCI、SCIE来源期刊做了统计,并进行了简要分析,列举了SCI、SCIE收录的中国期刊名录。 ",TSLT200701022
西南地区文献信息资源共建共享安全保障体系分析,李仲良:06510985,3,信息资源建议; 安全保障; 网络安全; 信息安全;,"从安全保障体系入手,从实体安全和网络安全两个大的方面,六个层面,特别是从数据存储安全的角度全面论述文献安全保障体系。 ",TSLT200701024
缪荃孙与中国近代南北两大图书馆,张淑萍:06374559,3,缪荃孙; 江南图书馆; 京师图书馆;,介绍江南图书馆与京师图书馆南北两大图书馆创建的历史演变以及发展。阐述了缪荃孙作为创建南北两大图书馆的最佳人选的原因。 ,TSLT200701025
没送出去的书,汤旭岩:10730160,1, ,"<正>世俗的思潮流动间,偶尔蹦跳出一组清雅的音符,我脑海里出现了关于竹的品格、竹的高风亮节的描述。平时碰上特别适合谁谁的书呀什么的,总习惯买下送给人家。一直以来,倒也常有一番其乐融融的滋味在心头。可这次急匆匆间自然而然购置的书,却因送还是不送的顾虑叫人不禁犯愁。 ",TSLT200701026
唱响先进文化主旋律 打造图书馆讲座新品牌——湖北省图书馆公益讲座的回顾与展望,刘杰民:10601139|焉虹:10707706|贺定安:10734695,4, ,"<正>湖北省图书馆举办讲座由来已久。从1953年讲高尔基的人生三部曲《童年》、《在人间》、《我的大学》开始,到目前为止,已经举办1000多场,听众累计达100余万人次。讲座分三个阶段:第一阶段是建国初期,主要以讲时事、政治形势为主。党的""一大""代表、著名哲学家李达,时任省委 ",TSLT200701027
楚王府与武昌城,方明:15938450,4, ,"<正>汲取文明精粹,引领卓越人生。楚天广播电台的听众朋友、湖北省图书馆现场的朋友们,大家好!欢迎您来到《名家讲坛》,我是江霞。我们此时的直播现场正是在武昌。东汉学者蔡邕在《汉津赋》中这样描述古老的武昌:""南援三州,北集京都,上控陇坂,下接江湖,导财通货,贸迁有无。"" ",TSLT200701029
4月2日设为“中国儿童阅读日”,,1, ,"<正>在中国儿童读物促进会(国际儿童读物联盟中国分会CBBY)与首都图书馆(北京市少年儿童图书馆)联合主办的""共同架起儿童与图书的桥梁一纪念国际儿童图书节四十周年暨中国儿童阅读日系列活动""启动仪式上,国际儿童读 ",TSLT200701008
湖北省图书馆学会召开第四届理事会第四次全体会议,,1, ,"<正>2007年3月20日,湖北省图书馆学会第四届理事会第四次全体会议在省图书馆召开。会长周济洋,常务副会长万群华,副会长邓珞华、孟惠玲等67名理事出席了会议。由会议会长周济洋主持。常务副会长万群华作了2006年学会工作总结 ",TSLT200701023
湖北省科技信息研究院简介,,2, ,"<正>湖北省科技信息研究院成立于1958年10月,自""六五""以来一直是全国六大区域情报信息中心之一和全国科技信息系统建设的重要枢纽。长期以来,该院坚持以培养人、服务人、提高人为出发点和归宿,锻造先进的事业文化;坚持加强班子自身建设. ",TSLT200604032
网络环境下的信息资源建设与服务文化建设,肖希明:09012629,3, ,<正>网络环境下的信息资源建设与服务文化建设主要内容:◆网络环境对信息资源建设与服务的影响◆网络环境下信息资源建设与服务的基本理念◆网络环境下信息资源建设的主要内容◆构建和谐的图书馆服务文化 ,TSLT200604001
倡导新型道德荣辱观 巩固先进性教育成果——湖北省图书馆加强党德建设促进业务工作概述,徐文:10736623|龚龙:10613652,3, ,"<正>胡锦涛同志关于""八荣八耻""的重要论述,是中国共产党在现阶段所倡导的新型道德观,是新形势下党德建设的重要指导方针,是全面协调发展的重要组成部分,具有很强的思想性、指导性和现实针对性。湖北省图书馆党委将倡导""八荣八耻""新型社会主义的道德观融入到全馆各项工作中,以此来提高全体党员干部和职工的理论和道德素养,促进事业的长足发展。 ",TSLT200604002
知荣辱讲道德 创建文明单位,柯狄祖:10728935,2, ,"<正>牢固树立社会主义荣辱观,对于在新的历史条件下加强社会主义思想道德建设,形成良好社会风尚,提高公民文明素质和社会文明程度,具有重大的现实意义和深远的历史意义。坚持以社会主义荣辱观为指导,按""八荣八耻""的标准推进湖北省图书馆""创建文明单位""工作,是促使湖北省图书馆的社会主义精神文明建设取得实效的重要保障。 ",TSLT200604003
图书馆知识管理隐性知识显性转化的探索,车瑜:10667175,3,图书馆; 知识管理; 隐性知识; 显性知识;,"在图书馆知识管理中,探索隐性知识的管理,并采取有效措施,促进隐性知识的显性转化。 ",TSLT200604004
浅析新时期图书馆服务运作管理,赵迎红:09071112,3,图书馆; 知识管理; 服务运作管理;,"引入知识管理的理念,深入分析了引入知识管理对图书馆服务运作管理的影响。在此基础上,就如何利用知识管理的先进理念,再造和优化图书馆服务运作管理,提出了相应的战略对策。 ",TSLT200604005
地方性是公共图书馆的基本特色,颜务林:10641437|李亚芬:08175632,3,公共图书馆; 基本特色; 地方性;,"地方性是公共图书馆的基本特色,它体现在图书馆的文化、馆藏资源、读者服务和图书馆管理各个领域,具有必然性,工作中应该把注意力放在强化基本特色建设上来。 ",TSLT200604006
