篇名,作者,页数,关键词,摘要,filename
促进山东绿色发展有效路径与对策,岳爱东:27062271|郗小勇:37824389,7,山东省; 绿色发展; 产业结构; 发展历程; 循环经济;,"[目的/意义]十二五规划中首次提出了""绿色发展""主题,随后的十八届五中全会中也明确提出,""十三五""时期的发展目标是牢固树立并贯彻创新、协调、绿色、开放、共享的发展理念。可见,寻求绿色经济发展模式已经势在必行,对绿色经济发展问题进行研究有助于可持续发展战略的贯彻落实。绿色经济能够减少温室气体的排放,同时不以减缓经济的发展为代价。因此,绿色经济对我国社会主义现代化建设有重要的意义。[方法/过程]基于此,我们对山东省绿色发展实际情况进行分析研究。[结果/结论 ]借助于本文的探讨和研究希望能够帮助我们更加深入地了解山东省绿色经济发展的实际情况。从而通过产业结构调整和优化布局、建立实施绿色经济发展体系、完善体制机制建设等途径来解决山东省目前存在的工业结构不协调、能源消费结构单一以及经济发展带来的环境问题,促进山东省绿色经济的持续发展。 ",ZKSL201704012
美国资源环境智库考察启示,曲建升1:37680592|张志强2:34550201|王金平1:37828889|曾静静1:37828890|安培浚1:37828891|张树良1:37828892|高峰1:37680719|郑军卫1:37828893,9,智库; 资源环境; 运行管理机制; 影响力拓展;,"[目的/意义]美国资源环境智库在全球事务中发挥着重要作用,其运行机制、产品体系及影响力拓展模式对我国智库建设具有借鉴意义。[方法/过程]本文基于对美国多家资源环境智库的实地调研,从多个方面对美国资源环境智库特征及其运行机制进行了分析和总结,并结合我国资源环境智库建设需求和现状,对我国建设高水平资源环境智库提出了相关建议。[结果/结论]我国资源环境智库建设应逐步建立有影响力的智库体系,积极拓宽智库资金筹集渠道,提高专题领域成果的产出,积极拓展产品影响力。 ",ZKSL201704013
智库能力与新型智库建设——2017第二届新型智库核心能力建设高级研修班通知,,2, ,"<正>为加强中国特色新型智库核心能力建设,推进科学决策、民主决策,推进国家治理体系和治理能力现代化,增强国家软实力,解决新型智库理论与实践发展中所面临新问题,加强智库实践界、学术界与决策部门间的研讨交流,促进新型智库发展,中国科学院文献情报中心《智库理论与实践》编辑部将于2017年11月24-27日在北京举办""2017第二届新型智库核心能力建设高级研修班""。研修班将邀请国家高端智库代表、知名智库 ",ZKSL201704014
第三届中国新型智库建设学术研讨会暨第三届上海竞争生态论坛征文及会议通知,,2, ,"<正>一、会议背景与主题为推进中国新型智库建设,贯彻党中央、国务院关于在市场体系建设中建立公平竞争审查制度的决策部署,全面落实""创新、协调、绿色、开放、共享""的新发展理念,促进智库与政界、学界和媒界等多领域之间的交流互动,""第三届中国新型智库建设学术研讨会暨第三届上海竞争生态论坛""将于2017年11月11日(周六)在上海大学召开。本次会议主题为""中国新型智库建设与市场监管方式创新"",共同研讨智 ",ZKSL201704015
《智库理论与实践》2017年选题指南,,1, ,"<正>《智库理论与实践》(双月刊)是我国智库界专注于智库理论研究与智库实践创新相结合的高端专业学术期刊,2016年2月28日创刊,由中国科学院文献情报中心与南京大学联合主办。创刊一年来得到学界业界的鼎力支持与热切关注。新的一年,本刊将继续邀请智库专家对热点政策问题进行解读,报道有关智库领域的好观点、好思想、好报告等,继续跟踪智库领域热切关注的重要问题,鼓励和推动学术争鸣与学术创新,致力于通过新型智库研究推动国家相关政策的制定与完善,推动国家各个相关领域的 ",ZKSL201704016
高校智库与母体高校间互动关系浅析及建议,"孔媛1,2:36667158|李宏3:36574917",9,高校智库; 高校知识资源; 互动关系; 智库独立性;,"[目的 /意义]处理好高校智库及其建设高校的互动关系,是在发挥好高校科研优势的基础上,谋求高校智库独立性和影响力不可回避的问题。[方法 /过程]根据""投入—运作—产出""分析框架,通过文献、网络调研和国外案例分析,从资源投入、运作支撑和收益协调3个阶段的多个构面对高校智库及其建设高校间互动关系进行了分析。[结果 /结论 ]高校智库应充分利用建设高校的知识资源和科研实力以及自身能力实现高校智力投入的增值,同时保持资金和行政运作的相对独立性。 ",ZKSL201703001
企业智库的价值创造活动,柯银斌1:17457611|马岩2:35334352,7,企业智库; 价值创造; 价值环模型;,"[目的 /意义]为企业智库开展各项活动/工作建立一个分析、设计框架——-价值环,旨在提升企业智库的价值贡献,即对战略定位实现的贡献。[方法 /过程]本文采用模型方法,借鉴工商管理学中的价值链模型,建立一个智库活动的价值环模型;采用类型分析方法,收集整理企业智库的相关资料,描述不同类型价值创造活动的具体运作;采用专家研讨方法分析企业智库价值环运作的主要问题及其解决方案。[结果 /结论]运用价值环模型分析企业智库的价值创造活动是可行的。研究/交流/传播的连接和结合程度与企业智库的价值贡献正相关:连接和结合度高,价值贡献大;连接和结合度低,价值贡献小。 ",ZKSL201703002
国外警务智库建设的经验及启示,薛向君:20967839,8,警务智库; 管理体制; 运行机制; 对接机制; 智库建设; 公安智库;,"[目的 /意义]我国新型公安智库建设正处于起步阶段,在智库定位、管理模式与运作机制等方面存在着亟待解决的问题。[方法 /过程]对国外警务智库进行案例研究,弄清智库的界定和分类、智库的内部治理模式和业务运作机制、以及政府决策内外脑之间的对接机制,有助于汲取成熟经验,帮助解决我国新型公安智库建设中遇到的问题。[结果 /结论 ]新型公安智库建设要紧扣公安工作的时代性和发展需求,找准定位,兼顾创新性和独立性,围绕研究、转化和传播等环节,依托公安院校的人才优势和科研优势为公安工作提供智力支撑。 ",ZKSL201703003
智库信息组织策略及其在大数据环境下的挑战,"安楠1,2:37406245|祝忠明1:11527147",12,智库; 知识库; 大数据; 信息组织; 组织策略; 决策研究; 本体;,"[目的 /意义]高水平的新型智库离不开高水平的信息支持机制,大数据时代背景下传统的智库信息组织机制已无法适应当前的数据特征及决策要求,构建支持决策过程的知识库已成为智库发展的必然趋势。[方法 /过程]本文选取《全球智库报告2016》中具有参考价值的国外智库机构作为研究对象,应用文献调研法和案例分析法总结归纳了目前智库常见的信息组织方式,分析了大数据下数据价值链及其对组织环节的要求,并据此提出智库知识库构建的必要性。[结果 /结论 ]最终提出一个通用的面向决策过程的智库知识库框架,并采用语义本体方法构建了知识库内部的知识组织模型,以期为智库在大数据下逐渐实现半自动到自动化的决策研究过程提供参考借鉴。 ",ZKSL201703004
图书馆服务高校智库建设的策略——“双一流”高校建设背景下的思考,董薇:25637456|姜宇飞:23273703|张明昊:06584070|刘革:06577844|董光琴:37406247,8,“双一流”建设; 智库型服务; 高校图书馆; 智慧图书馆;,"[目的/意义]高校图书馆作为学术信息的聚集地,将现有的知识服务进一步转变为智慧型服务,最终实现为高校智库建设服务,为""双一流""大学建设提供数据、文献、知识保障,更好的服务于经济社会发展。[方法/过程]本文从世界大学排名所采用指标为切入点,结合""双一流""大学建设的实际需求,深刻剖析高校图书馆所具有的拓展性功能,将大数据、文献进行加工,形成信息、知识,将高校图书馆的知识服务升级为智慧服务,为高校智库提供强有力的数据支撑。通过对""双一流""大学建设的分析,结合文献保障、人员配备、组织形式和制度保障,探讨高校图书馆角色与功能的拓展。[结果/结论 ]通过对图书馆服务与高校智库建设的现实进行研究分析,摸索适用于""双一流""高校智库建设过程中图书馆承担任务及角色的方法和路径。 ",ZKSL201703005
面向军队院校智库的图书馆文献情报服务转型研究,胡胜男:45684922|敬卿:20093333,7,军队院校智库; 文献情报服务; 智库研究; 服务模式; 服务转型;,"[目的 /意义]文献情报工作在军队院校智库建设中起着关键作用。图书馆可以拓展文献情报服务功能,支持新型军队院校智库建设。[方法/过程]本文分析了军队院校图书馆进行服务转型的必要性,并对图书馆文献情报服务体系的构成进行了阐述。[结果 /结论 ]结合图书馆的实践探索和经验,提出了面向军队院校智库需求的图书馆文献情报服务模式和服务转型策略。 ",ZKSL201703006
