篇名,作者,页数,关键词,摘要,filename
基于动态迁移的虚拟机实时备份机制研究,李建彬:28143102,5,虚拟机; 动态迁移; 备份; 实时备份;,"虚拟机是近年来的学术研究热点,其为客户操作系统提供了底层物理机器的抽象,是构成虚拟计算环境的核心之一。本文介绍了虚拟机的实时备份机制,依据动态迁移模式,研究了记录与重放、连续检查点、直接存取三种不同的虚拟机实时备份方法。本文比较了三种模式的优缺点,总结了存在的问题,并探讨了未来的发展趋势。 ",KYXH201105006
超级计算机机房搬迁策略与实践,伊露:30352657|许春玲:28319330|宋应文:28319332,6,超级计算机; 搬迁策略; 最小时间;,"本文总结了中国科学院上海高等研究院筹建基地的超级计算机搬迁工程的策略以及工程实践中的方法,重点提出了最小时间保证和超级计算机描述。希望为超级计算机或高性能计算中心,以及类似的数据中心的设计,建设和搬迁提供可借鉴的经验。 ",KYXH201105007
分子动力学模拟方法研究蛋白质与纳米颗粒的相互作用,左光宏:25563324,9,蛋白质; 纳米颗粒; 分子动力学; 纳米毒性;,"分子动力学方法是基于分子力场,通过数值求解牛顿动力学方程来模拟原子与分子运动的计算机模拟方法。利用分子动力学能模拟分子系统与时间相关演化轨迹,研究分子系统的热力学与动力学性质。随着计算机技术的高速发展,分子动力学模拟被广泛的应用于生物分子与纳米材料研究。本文以单壁碳纳米管与WW蛋白结构域为例,介绍如何使用分子动力学模拟研究蛋白质与纳米颗粒之间的相互作用。研究发现,单壁碳纳米管能够插入到蛋白质的核心中,且正好阻挡了YAP65WW蛋白结构域的功能位点,从而可能导致YAP65WW蛋白结构域功能的丧失。结果表明,分子动力学模拟提供了一种全新的从分子层次上研究纳米颗粒毒性机制的方法。 ",KYXH201105008
中国近海海洋科学观测研究网络,任建明:29946774|陈永华:10738065|刘长华:14056708,9,海洋数据传输网络; 信息集成与发布; 中国近海观测研究站;,"中国科学院中国近海海洋观测研究网络主体由数十个海洋观测浮标系统构成,它们散布在中国近海,可进行海洋要素的长期连续定点观测。为了实时了解海洋环境动态变化信息,需要将观测数据实时传回位于陆地的陆基支撑数据接收站,以便科学家进行数据处理和分析。实时数据传输采用GPRS和CDMA无线通讯方式与""北斗""卫星通讯方式,形成了一个覆盖中国近海的多方式大范围数据传输网络,实时的将观测浮标系统观测数据和状态信息传送到陆基支撑数据接收站,在陆基站编制安装了数据接收软件,将实时观测数据予以接收和显示。另外,为了更好的发挥数据功效,需要对原始数据进行整理入库,形成初级数据产品,并进行网络信息发布,建立数据共享机制。这里采用成熟的数据库软件,建立了实时数据库和延时数据库,它们具有丰富的数据查询功能,同时建立了基于Internet的数据信息发布与交流系统,可向科学家、政府决策者、海水养殖企业和公众用户等提供不同层次的数据信息产品服务,并为其提供一个信息交流平台。 ",KYXH201105009
摄影定位法野外生物考察与数据管理,陈彬1:24712728|陈建平2:09137648|马克平1:05977610,9,摄影; GPS定位; 野外考察; 数据管理;,"以获得原始现场观测数据为目标的野外生物考察是生物与环境相关研究领域的基础工作。传统的野外考察通过纸笔进行记录,需要采集腊叶标本等凭证材料,然后通过标本馆和卡片进行资料管理,工作量较大,效率不高。本文介绍了在""自然博物馆""生物多样性信息系统支持下,集成应用全球定位系统、数码摄影、生物多样性信息学网络平台等最新技术形成的摄影定位法野外考察与数据管理技术,实现了野外工作流程的简化和数字化,实现数据管理和协作的信息化,能提高工作效率,降低工作强度,是生物野外考察的有效方法。 ",KYXH201105010
基于网格环境的指纹自动识别系统,"吴响1,2:30172221|肖海力1:17692223|王彦棡1:30081540|迟学斌1:10348221|冯才刚3:06398152|吴春生3:30172222",5,网格环境; 指纹识别; 资源整合;,"为了能够适应公安系统的行政结构,达到充分利用资源和实现资源的合理化配置,在分析现有的两层架构的指纹自动识别系统的基础上,加入了网格服务层(Grid Service),形成一个三层架构的指纹自动识别系统,即基于网格环境的指纹自动识别系统。本系统将全国的指纹比对系统作为整体来统一考虑,利用网格技术,对其进行整合,从而形成一个比对资源池,对外提供高性能、稳定、可靠的服务。最终建立起至少覆盖有部、省、地市或更多级别的指纹自动识别系统。 ",KYXH201105011
美国NSF发布《改变信息时代的科学行为》报告,,1, ,"<正>美国国家科学基金会(NSF)于2010年11月12日召开""改变信息时代的科学行为""研讨会,旨在促进数据访问和开放数据平台技术解决方案发展等政策领域的国际合作。之后,NSF于2011年8月发布《改变信息时代的科学行为》报告,提出:由于数字技术为科学家提供了创造科学信息以及沟通、复制和再利用科学知识及数据的新方法,当前的科学正朝向计算型、数据密集型和协作型方向发展;这些数字技术还为 ",KYXH201105012
英国信息化基础设施咨询小组发布研究报告,,1, ,"<正>2011年7月13日,英国研究理事会总会(RCUK)发布了信息化基础设施咨询小组(e-IAG)完成的报告。该报告主要对RCUK在2009年发布的科研信息化国际综述和2010年发布的研究与创新信息化基础设施报告中提出的行动与建议进行了研究,为未来的集成式信息化基础设施设计了大体结构,并为达成这一目标提供了相关建议。e-IAG建议未来的战略开发与相关行动应有所取舍,而不是采取全方位战略。e-IAG为此确立 ",KYXH201105013
第一届中国科学院超级计算应用大会(SCA2011)征文通知,,1, ,"<正>由中国科学院信息化工作领导小组办公室主办、中国科学院计算机网络信息中心承办、中国科学院超级计算环境青岛分中心暨中国科学院海洋研究所协办的第一届中国科学院超级计算应用大会(SCA2011)将于2011年11月6日-11月10日在山东青岛举办。本次大会将联合中国科学院超级计算环境8家分中心和17所级中心,为中国从事超级计算应用的科学家和学者们搭建相互沟通、经验分享的大舞台,促进中国超级计算应用成果产出,成为培育中国超级计算机领域的 ",KYXH201105014
《科研信息化技术与应用》征稿启事,,1, ,"<正>《科研信息化技术与应用》是中国科学院计算机网络信息中心、科学出版社共同主办的一份综合性、学术性刊物,旨在反映当前世界范围内科研信息化技术与应用的最新发展现状,研究立足于我国科技发展水平的科研信息化建设和发展策略, ",KYXH201105015
HTML5及其对网站群的应用,孙勇1:30341449|胡华斌2:09601779|付昀2:10360336|石安祥2:30341450,8,HTML5; JavaScript; Web开发; 网站群;,"HTML5是超文本标记语言(HTML)下一个重要版本,旨在提高HTML的交互性,支持当前多样的、复杂的Web内容。特别是对复杂的网站群建设,HTML5具有良好的推广前景。本文概述了HTML5的新特性及相关内容,使用流程图分析了HTML5的现状,重点讨论了HTML5在网站群建设中的应用前景,并在兼容性方面作了一定的探讨,为网站群推广HTML5做了一些尝试。 ",KYXH201104011
可视化研究前沿及展望,袁晓如:21688785|张昕:06272368|肖何:30341447|郭翰琦:28405712,11,可视化; 信息可视化; 科学可视化; 可视分析;,"本文概述了可视化的基本含义及其发展过程。可视化可以分为三个主要方向:科学可视化、信息可视化和可视分析。本文对各个方向的研究领域以及前沿成果进行了详细介绍,并结合作者的实际研究工作举例和剖析。通过对大气模拟数据、地震目录数据、交通轨迹数据等复杂高维数据开展可视分析的多个案例的展示,阐述对由测量或计算所产生的海量高维数据进行分析和诠释的新途径,探讨高维时空数据分析的通用途径和理论。 ",KYXH201104001
高性能计算在基础科学研究中的应用,王普勇:26286149|王涛:29217763,10,高性能计算; 基础科学; 应用;,"基础科学研究是高性能计算最主要的应用领域之一。本文基于上海超级计算中心在科学计算方面的实践,介绍了高性能计算在计算化学、固体物理和纳米材料、计算生物学和药物设计、天文物理等几个主要领域方面的应用,并对其应用特点进行了分析。 ",KYXH201104002
如何从二维CCD光纤光谱图像中抽取一维光谱,李广伟:30347359|张昊彤:11128959|罗阿理:10928705|白仲瑞:25356722|陈建军:11282549,8,抽谱方法; 郭守敬望远镜(LAMOST);,"天文学家拍摄的天体光纤光谱被CCD记录下来之后,得到的仅仅是二维光谱图像。而这些光谱图像无法直接使用,需要借助一定的抽谱方法把二维CCD光谱图像转换成一维光谱。抽谱方法大致分为四类:孔径抽谱方法、优化的孔径方法、轮廓拟合方法和反卷积方法。本文将详细介绍这些方法的优缺点和适用范围。同时结合郭守敬望远镜(LAMOST)CCD光谱图像的特点对这些方法进行讨论。 ",KYXH201104003
